Sample 1_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 2_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 3_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 4_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 5_Frequency [Hz]	Absorption Coefficient on Cavity	
2,098437E+3	7,528022E-1	2,098437E+3	7,540679E-1	2,098437E+3	7,274192E-1	2,098437E+3	6,661522E-1	2,098437E+3	6,083734E-1
2,100000E+3	7,533404E-1	2,100000E+3	7,535554E-1	2,100000E+3	7,252980E-1	2,100000E+3	6,563119E-1	2,100000E+3	5,966031E-1
2,101562E+3	7,529608E-1	2,101562E+3	7,515899E-1	2,101562E+3	7,243935E-1	2,101562E+3	6,665027E-1	2,101562E+3	6,061124E-1
2,103125E+3	7,523844E-1	2,103125E+3	7,507730E-1	2,103125E+3	7,234870E-1	2,103125E+3	6,751370E-1	2,103125E+3	6,118686E-1
2,104687E+3	7,545601E-1	2,104687E+3	7,517053E-1	2,104687E+3	7,292500E-1	2,104687E+3	6,690240E-1	2,104687E+3	5,992935E-1
2,106250E+3	7,471089E-1	2,106250E+3	7,504614E-1	2,106250E+3	7,256042E-1	2,106250E+3	6,667319E-1	2,106250E+3	6,077023E-1
2,107812E+3	7,460427E-1	2,107812E+3	7,462321E-1	2,107812E+3	7,228068E-1	2,107812E+3	6,630798E-1	2,107812E+3	6,117211E-1
2,109375E+3	7,421549E-1	2,109375E+3	7,480402E-1	2,109375E+3	7,246859E-1	2,109375E+3	6,545571E-1	2,109375E+3	6,069043E-1
2,110937E+3	7,410594E-1	2,110937E+3	7,441945E-1	2,110937E+3	7,171497E-1	2,110937E+3	6,534869E-1	2,110937E+3	6,144263E-1
2,112500E+3	7,395731E-1	2,112500E+3	7,465999E-1	2,112500E+3	7,196799E-1	2,112500E+3	6,679980E-1	2,112500E+3	6,105583E-1
2,114062E+3	7,375428E-1	2,114062E+3	7,438361E-1	2,114062E+3	7,150597E-1	2,114062E+3	6,745152E-1	2,114062E+3	5,904049E-1
2,115625E+3	7,346529E-1	2,115625E+3	7,409453E-1	2,115625E+3	7,205168E-1	2,115625E+3	6,511903E-1	2,115625E+3	5,964571E-1
2,117187E+3	7,330236E-1	2,117187E+3	7,448334E-1	2,117187E+3	7,261620E-1	2,117187E+3	6,500727E-1	2,117187E+3	5,988089E-1
2,118750E+3	7,342750E-1	2,118750E+3	7,444458E-1	2,118750E+3	7,221711E-1	2,118750E+3	6,529393E-1	2,118750E+3	6,077060E-1
2,120312E+3	7,372197E-1	2,120312E+3	7,406281E-1	2,120312E+3	7,245874E-1	2,120312E+3	6,554936E-1	2,120312E+3	6,201912E-1
2,121875E+3	7,373032E-1	2,121875E+3	7,397645E-1	2,121875E+3	7,235161E-1	2,121875E+3	6,630680E-1	2,121875E+3	6,053999E-1
2,123437E+3	7,298929E-1	2,123437E+3	7,377697E-1	2,123437E+3	7,188726E-1	2,123437E+3	6,635631E-1	2,123437E+3	5,940161E-1
2,125000E+3	7,246405E-1	2,125000E+3	7,351232E-1	2,125000E+3	7,158890E-1	2,125000E+3	6,556406E-1	2,125000E+3	6,049338E-1
2,126562E+3	7,273371E-1	2,126562E+3	7,324657E-1	2,126562E+3	7,151174E-1	2,126562E+3	6,530903E-1	2,126562E+3	6,078778E-1
2,128125E+3	7,292427E-1	2,128125E+3	7,350834E-1	2,128125E+3	7,158053E-1	2,128125E+3	6,566566E-1	2,128125E+3	6,122445E-1
2,129687E+3	7,237137E-1	2,129687E+3	7,329010E-1	2,129687E+3	7,099335E-1	2,129687E+3	6,555554E-1	2,129687E+3	6,120826E-1
2,131250E+3	7,172718E-1	2,131250E+3	7,303690E-1	2,131250E+3	7,097323E-1	2,131250E+3	6,483266E-1	2,131250E+3	6,029543E-1
2,132812E+3	7,159580E-1	2,132812E+3	7,293160E-1	2,132812E+3	7,153708E-1	2,132812E+3	6,528445E-1	2,132812E+3	6,003160E-1
2,134375E+3	7,151908E-1	2,134375E+3	7,234524E-1	2,134375E+3	7,144984E-1	2,134375E+3	6,526054E-1	2,134375E+3	6,057530E-1
2,135937E+3	7,164389E-1	2,135937E+3	7,253480E-1	2,135937E+3	7,162040E-1	2,135937E+3	6,644009E-1	2,135937E+3	6,026632E-1
2,137500E+3	7,111400E-1	2,137500E+3	7,268902E-1	2,137500E+3	7,159318E-1	2,137500E+3	6,574299E-1	2,137500E+3	6,003446E-1
2,139062E+3	7,088854E-1	2,139062E+3	7,265715E-1	2,139062E+3	7,154494E-1	2,139062E+3	6,496135E-1	2,139062E+3	5,949992E-1
2,140625E+3	7,121385E-1	2,140625E+3	7,221754E-1	2,140625E+3	7,082833E-1	2,140625E+3	6,467549E-1	2,140625E+3	5,952506E-1
2,142187E+3	7,119480E-1	2,142187E+3	7,198515E-1	2,142187E+3	7,106415E-1	2,142187E+3	6,548240E-1	2,142187E+3	5,984318E-1
2,143750E+3	7,109509E-1	2,143750E+3	7,202752E-1	2,143750E+3	7,121140E-1	2,143750E+3	6,548173E-1	2,143750E+3	6,071166E-1
2,145312E+3	7,088442E-1	2,145312E+3	7,187130E-1	2,145312E+3	7,144990E-1	2,145312E+3	6,526012E-1	2,145312E+3	6,057518E-1
2,146875E+3	7,051794E-1	2,146875E+3	7,185968E-1	2,146875E+3	7,135576E-1	2,146875E+3	6,480870E-1	2,146875E+3	5,984172E-1
2,148437E+3	7,025146E-1	2,148437E+3	7,169677E-1	2,148437E+3	7,104988E-1	2,148437E+3	6,403424E-1	2,148437E+3	5,966357E-1
2,150000E+3	6,969090E-1	2,150000E+3	7,120656E-1	2,150000E+3	7,028490E-1	2,150000E+3	6,437584E-1	2,150000E+3	5,953269E-1
2,151562E+3	6,943794E-1	2,151562E+3	7,090624E-1	2,151562E+3	7,030158E-1	2,151562E+3	6,449781E-1	2,151562E+3	5,877062E-1
2,153125E+3	6,949955E-1	2,153125E+3	7,089118E-1	2,153125E+3	7,031405E-1	2,153125E+3	6,510962E-1	2,153125E+3	5,907796E-1
2,154687E+3	6,927742E-1	2,154687E+3	7,093362E-1	2,154687E+3	7,079747E-1	2,154687E+3	6,437871E-1	2,154687E+3	5,935701E-1
2,156250E+3	6,923153E-1	2,156250E+3	7,046039E-1	2,156250E+3	7,062635E-1	2,156250E+3	6,489379E-1	2,156250E+3	6,003539E-1
2,157812E+3	6,893847E-1	2,157812E+3	7,014188E-1	2,157812E+3	7,035804E-1	2,157812E+3	6,488050E-1	2,157812E+3	5,969439E-1
2,159375E+3	6,891122E-1	2,159375E+3	7,014166E-1	2,159375E+3	7,008689E-1	2,159375E+3	6,397917E-1	2,159375E+3	5,966326E-1
2,160937E+3	6,882154E-1	2,160937E+3	7,022669E-1	2,160937E+3	6,979001E-1	2,160937E+3	6,438918E-1	2,160937E+3	5,994499E-1
2,162500E+3	6,822786E-1	2,162500E+3	6,986635E-1	2,162500E+3	6,966879E-1	2,162500E+3	6,453883E-1	2,162500E+3	5,916779E-1
2,164062E+3	6,792783E-1	2,164062E+3	6,938694E-1	2,164062E+3	6,956581E-1	2,164062E+3	6,431384E-1	2,164062E+3	5,908355E-1
2,165625E+3	6,775821E-1	2,165625E+3	6,950575E-1	2,165625E+3	6,976118E-1	2,165625E+3	6,476547E-1	2,165625E+3	5,962914E-1
2,167187E+3	6,787569E-1	2,167187E+3	6,956646E-1	2,167187E+3	7,002246E-1	2,167187E+3	6,535370E-1	2,167187E+3	5,975941E-1
2,168750E+3	6,807848E-1	2,168750E+3	6,930841E-1	2,168750E+3	6,967478E-1	2,168750E+3	6,533744E-1	2,168750E+3	6,029030E-1
2,170312E+3	6,741399E-1	2,170312E+3	6,899884E-1	2,170312E+3	6,952498E-1	2,170312E+3	6,452160E-1	2,170312E+3	6,029968E-1
2,171875E+3	6,731304E-1	2,171875E+3	6,890872E-1	2,171875E+3	6,952662E-1	2,171875E+3	6,436497E-1	2,171875E+3	5,956007E-1
2,173437E+3	6,708619E-1	2,173437E+3	6,872090E-1	2,173437E+3	6,973252E-1	2,173437E+3	6,417768E-1	2,173437E+3	5,898751E-1
2,175000E+3	6,629068E-1	2,175000E+3	6,819910E-1	2,175000E+3	6,971666E-1	2,175000E+3	6,340885E-1	2,175000E+3	5,881281E-1
2,176562E+3	6,667615E-1	2,176562E+3	6,844915E-1	2,176562E+3	6,990395E-1	2,176562E+3	6,422166E-1	2,176562E+3	5,949551E-1
2,178125E+3	6,661254E-1	2,178125E+3	6,834225E-1	2,178125E+3	6,971798E-1	2,178125E+3	6,469018E-1	2,178125E+3	5,944152E-1
2,179687E+3	6,567671E-1	2,179687E+3	6,760003E-1	2,179687E+3	6,936832E-1	2,179687E+3	6,392242E-1	2,179687E+3	5,830627E-1
2,181250E+3	6,546612E-1	2,181250E+3	6,726491E-1	2,181250E+3	6,918087E-1	2,181250E+3	6,407208E-1	2,181250E+3	5,848961E-1
2,182812E+3	6,525374E-1	2,182812E+3	6,744481E-1	2,182812E+3	6,946641E-1	2,182812E+3	6,459382E-1	2,182812E+3	5,886082E-1
2,184375E+3	6,504454E-1	2,184375E+3	6,763960E-1	2,184375E+3	6,955513E-1	2,184375E+3	6,495932E-1	2,184375E+3	6,033351E-1
2,185937E+3	6,520774E-1	2,185937E+3	6,714271E-1	2,185937E+3	6,878217E-1	2,185937E+3	6,462886E-1	2,185937E+3	5,820180E-1
2,187500E+3	6,521399E-1	2,187500E+3	6,706627E-1	2,187500E+3	6,863603E-1	2,187500E+3	6,443972E-1	2,187500E+3	5,794538E-1
2,189062E+3	6,465931E-1	2,189062E+3	6,651328E-1	2,189062E+3	6,854031E-1	2,189062E+3	6,439338E-1	2,189062E+3	5,807225E-1
2,190625E+3	6,429617E-1	2,190625E+3	6,651406E-1	2,190625E+3	6,899608E-1	2,190625E+3	6,463572E-1	2,190625E+3	5,853779E-1
2,192187E+3	6,367683E-1	2,192187E+3	6,598827E-1	2,192187E+3	6,891047E-1	2,192187E+3	6,431055E-1	2,192187E+3	5,938132E-1
2,193750E+3	6,327019E-1	2,193750E+3	6,579502E-1	2,193750E+3	6,799717E-1	2,193750E+3	6,326279E-1	2,193750E+3	5,976348E-1
2,195312E+3	6,330310E-1	2,195312E+3	6,577937E-1	2,195312E+3	6,821859E-1	2,195312E+3	6,311274E-1	2,195312E+3	5,928591E-1
2,196875E+3	6,316217E-1	2,196875E+3	6,587229E-1	2,196875E+3	6,865105E-1	2,196875E+3	6,292020E-1	2,196875E+3	5,918378E-1
2,198437E+3	6,332760E-1	2,198437E+3	6,579227E-1	2,198437E+3	6,789785E-1	2,198437E+3	6,388431E-1	2,198437E+3	6,047807E-1
2,200000E+3	6,335784E-1	2,200000E+3	6,533457E-1	2,200000E+3	6,780063E-1	2,200000E+3	6,377540E-1	2,200000E+3	5,949673E-1
2,201562E+3	6,225830E-1	2,201562E+3	6,471677E-1	2,201562E+3	6,780612E-1	2,201562E+3	6,275640E-1	2,201562E+3	5,838707E-1
2,203125E+3	6,268986E-1	2,203125E+3	6,514938E-1	2,203125E+3	6,852497E-1	2,203125E+3	6,390045E-1	2,203125E+3	6,023668E-1
2,204687E+3	6,286777E-1	2,204687E+3	6,503746E-1	2,204687E+3	6,809447E-1	2,204687E+3	6,392698E-1	2,204687E+3	6,030933E-1
2,206250E+3	6,240491E-1	2,206250E+3	6,478465E-1	2,206250E+3	6,739134E-1	2,206250E+3	6,357046E-1	2,206250E+3	5,821239E-1
2,207812E+3	6,187365E-1	2,207812E+3	6,449410E-1	2,207812E+3	6,759425E-1	2,207812E+3	6,347928E-1	2,207812E+3	5,938258E-1
2,209375E+3	6,094176E-1	2,209375E+3	6,374047E-1	2,209375E+3	6,730102E-1	2,209375E+3	6,323671E-1	2,209375E+3	5,778459E-1
2,210937E+3	6,091210E-1	2,210937E+3	6,379575E-1	2,210937E+3	6,745469E-1	2,210937E+3	6,415716E-1	2,210937E+3	5,907758E-1
2,212500E+3	6,117096E-1	2,212500E+3	6,314694E-1	2,212500E+3	6,683292E-1	2,212500E+3	6,278022E-1	2,212500E+3	5,901758E-1
2,214062E+3	6,091498E-1	2,214062E+3	6,292657E-1	2,214062E+3	6,672888E-1	2,214062E+3	6,249572E-1	2,214062E+3	5,870680E-1
2,215625E+3	6,041306E-1	2,215625E+3	6,280313E-1	2,215625E+3	6,628761E-1	2,215625E+3	6,261307E-1	2,215625E+3	5,753915E-1
2,217187E+3	6,031468E-1	2,217187E+3	6,300722E-1	2,217187E+3	6,676093E-1	2,217187E+3	6,270936E-1	2,217187E+3	5,838099E-1
2,218750E+3	6,002146E-1	2,218750E+3	6,333793E-1	2,218750E+3	6,636578E-1	2,218750E+3	6,208131E-1	2,218750E+3	5,822470E-1
2,220312E+3	5,977468E-1	2,220312E+3	6,284170E-1	2,220312E+3	6,611536E-1	2,220312E+3	6,299368E-1	2,220312E+3	5,860185E-1
2,221875E+3	5,966620E-1	2,221875E+3	6,282344E-1	2,221875E+3	6,660363E-1	2,221875E+3	6,297844E-1	2,221875E+3	5,951446E-1
2,223437E+3	5,953655E-1	2,223437E+3	6,235439E-1	2,223437E+3	6,742784E-1	2,223437E+3	6,328796E-1	2,223437E+3	5,798831E-1
2,225000E+3	5,956249E-1	2,225000E+3	6,194762E-1	2,225000E+3	6,653951E-1	2,225000E+3	6,267103E-1	2,225000E+3	5,786441E-1
2,226562E+3	5,907816E-1	2,226562E+3	6,219257E-1	2,226562E+3	6,580677E-1	2,226562E+3	6,398353E-1	2,226562E+3	5,727695E-1
2,228125E+3	5,912214E-1	2,228125E+3	6,179038E-1	2,228125E+3	6,605910E-1	2,228125E+3	6,399893E-1	2,228125E+3	5,872941E-1
2,229687E+3	5,871445E-1	2,229687E+3	6,155576E-1	2,229687E+3	6,636132E-1	2,229687E+3	6,295470E-1	2,229687E+3	5,891347E-1
2,231250E+3	5,846080E-1	2,231250E+3	6,164583E-1	2,231250E+3	6,590253E-1	2,231250E+3	6,287534E-1	2,231250E+3	6,075491E-1
2,232812E+3	5,890296E-1	2,232812E+3	6,188586E-1	2,232812E+3	6,598296E-1	2,232812E+3	6,404086E-1	2,232812E+3	6,098319E-1
2,234375E+3	5,823936E-1	2,234375E+3	6,116513E-1	2,234375E+3	6,533939E-1	2,234375E+3	6,361873E-1	2,234375E+3	5,999223E-1
2,235937E+3	5,780566E-1	2,235937E+3	6,018503E-1	2,235937E+3	6,458319E-1	2,235937E+3	6,221082E-1	2,235937E+3	5,860808E-1
2,237500E+3	5,876579E-1	2,237500E+3	5,994217E-1	2,237500E+3	6,493171E-1	2,237500E+3	6,138430E-1	2,237500E+3	6,073614E-1
2,239062E+3	5,817566E-1	2,239062E+3	6,008602E-1	2,239062E+3	6,587544E-1	2,239062E+3	6,192190E-1	2,239062E+3	6,218711E-1
2,240625E+3	5,730395E-1	2,240625E+3	6,034764E-1	2,240625E+3	6,482247E-1	2,240625E+3	6,271872E-1	2,240625E+3	6,107389E-1
2,242187E+3	5,784838E-1	2,242187E+3	6,014930E-1	2,242187E+3	6,406151E-1	2,242187E+3	6,313717E-1	2,242187E+3	5,998229E-1
2,243750E+3	5,702641E-1	2,243750E+3	5,984360E-1	2,243750E+3	6,516802E-1	2,243750E+3	6,259528E-1	2,243750E+3	5,743725E-1
2,245312E+3	5,496472E-1	2,245312E+3	5,905686E-1	2,245312E+3	6,511472E-1	2,245312E+3	6,223486E-1	2,245312E+3	5,754584E-1
2,246875E+3	5,580489E-1	2,246875E+3	5,943869E-1	2,246875E+3	6,603817E-1	2,246875E+3	6,283182E-1	2,246875E+3	5,730719E-1
2,248437E+3	5,561348E-1	2,248437E+3	5,932472E-1	2,248437E+3	6,650727E-1	2,248437E+3	6,173279E-1	2,248437E+3	5,809032E-1
2,250000E+3	5,615774E-1	2,250000E+3	5,914253E-1	2,250000E+3	6,512461E-1	2,250000E+3	6,142834E-1	2,250000E+3	5,819595E-1
2,251562E+3	5,678080E-1	2,251562E+3	5,853990E-1	2,251562E+3	6,419228E-1	2,251562E+3	6,180436E-1	2,251562E+3	5,993051E-1
2,253125E+3	5,604847E-1	2,253125E+3	5,822557E-1	2,253125E+3	6,472151E-1	2,253125E+3	6,242660E-1	2,253125E+3	6,022434E-1
2,254687E+3	5,526128E-1	2,254687E+3	5,861001E-1	2,254687E+3	6,532106E-1	2,254687E+3	6,204552E-1	2,254687E+3	5,874682E-1
2,256250E+3	5,525684E-1	2,256250E+3	5,853363E-1	2,256250E+3	6,491571E-1	2,256250E+3	6,194561E-1	2,256250E+3	5,879690E-1
2,257812E+3	5,468713E-1	2,257812E+3	5,822006E-1	2,257812E+3	6,333529E-1	2,257812E+3	6,233474E-1	2,257812E+3	5,802532E-1
2,259375E+3	5,498851E-1	2,259375E+3	5,824076E-1	2,259375E+3	6,264670E-1	2,259375E+3	6,267323E-1	2,259375E+3	5,800128E-1
2,260937E+3	5,497093E-1	2,260937E+3	5,738354E-1	2,260937E+3	6,207054E-1	2,260937E+3	6,132325E-1	2,260937E+3	5,727572E-1
2,262500E+3	5,489579E-1	2,262500E+3	5,696792E-1	2,262500E+3	6,344793E-1	2,262500E+3	6,026030E-1	2,262500E+3	5,721547E-1
2,264062E+3	5,455631E-1	2,264062E+3	5,707567E-1	2,264062E+3	6,254352E-1	2,264062E+3	6,067181E-1	2,264062E+3	5,667407E-1
2,265625E+3	5,439408E-1	2,265625E+3	5,715921E-1	2,265625E+3	6,266033E-1	2,265625E+3	6,126031E-1	2,265625E+3	5,974896E-1
2,267187E+3	5,416418E-1	2,267187E+3	5,708084E-1	2,267187E+3	6,245595E-1	2,267187E+3	6,143134E-1	2,267187E+3	5,834755E-1
2,268750E+3	5,342011E-1	2,268750E+3	5,621983E-1	2,268750E+3	6,267124E-1	2,268750E+3	6,127162E-1	2,268750E+3	5,770566E-1
2,270312E+3	5,310901E-1	2,270312E+3	5,552326E-1	2,270312E+3	6,313670E-1	2,270312E+3	6,228271E-1	2,270312E+3	5,774990E-1
2,271875E+3	5,322587E-1	2,271875E+3	5,578145E-1	2,271875E+3	6,320852E-1	2,271875E+3	6,264594E-1	2,271875E+3	5,944269E-1
2,273437E+3	5,419383E-1	2,273437E+3	5,619695E-1	2,273437E+3	6,330526E-1	2,273437E+3	6,098829E-1	2,273437E+3	5,961921E-1
2,275000E+3	5,378179E-1	2,275000E+3	5,580816E-1	2,275000E+3	6,322239E-1	2,275000E+3	6,075964E-1	2,275000E+3	5,813875E-1
2,276562E+3	5,239069E-1	2,276562E+3	5,548656E-1	2,276562E+3	6,238452E-1	2,276562E+3	6,115004E-1	2,276562E+3	5,723721E-1
2,278125E+3	5,227034E-1	2,278125E+3	5,559305E-1	2,278125E+3	6,167667E-1	2,278125E+3	6,114294E-1	2,278125E+3	5,785956E-1
2,279687E+3	5,250241E-1	2,279687E+3	5,547466E-1	2,279687E+3	6,238622E-1	2,279687E+3	6,103374E-1	2,279687E+3	5,865271E-1
2,281250E+3	5,245291E-1	2,281250E+3	5,492424E-1	2,281250E+3	6,245568E-1	2,281250E+3	6,082780E-1	2,281250E+3	5,787946E-1
2,282812E+3	5,177408E-1	2,282812E+3	5,525218E-1	2,282812E+3	6,205195E-1	2,282812E+3	6,047771E-1	2,282812E+3	5,865117E-1
2,284375E+3	5,187313E-1	2,284375E+3	5,537222E-1	2,284375E+3	6,275162E-1	2,284375E+3	6,107668E-1	2,284375E+3	5,872800E-1
2,285937E+3	5,190400E-1	2,285937E+3	5,489735E-1	2,285937E+3	6,294978E-1	2,285937E+3	6,098644E-1	2,285937E+3	5,774265E-1
2,287500E+3	5,120336E-1	2,287500E+3	5,483932E-1	2,287500E+3	6,255045E-1	2,287500E+3	6,088369E-1	2,287500E+3	5,866365E-1
2,289062E+3	5,096393E-1	2,289062E+3	5,476776E-1	2,289062E+3	6,108851E-1	2,289062E+3	6,005221E-1	2,289062E+3	5,958834E-1
2,290625E+3	5,081644E-1	2,290625E+3	5,427506E-1	2,290625E+3	6,171153E-1	2,290625E+3	6,035581E-1	2,290625E+3	5,861742E-1
2,292187E+3	4,983100E-1	2,292187E+3	5,421861E-1	2,292187E+3	6,140347E-1	2,292187E+3	5,947536E-1	2,292187E+3	5,826462E-1
2,293750E+3	5,016709E-1	2,293750E+3	5,359749E-1	2,293750E+3	6,077252E-1	2,293750E+3	5,958154E-1	2,293750E+3	5,760580E-1
2,295312E+3	4,960447E-1	2,295312E+3	5,321749E-1	2,295312E+3	6,085788E-1	2,295312E+3	6,092571E-1	2,295312E+3	5,746909E-1
2,296875E+3	4,935219E-1	2,296875E+3	5,326871E-1	2,296875E+3	6,121466E-1	2,296875E+3	6,124007E-1	2,296875E+3	5,749166E-1
2,298437E+3	4,968400E-1	2,298437E+3	5,335383E-1	2,298437E+3	6,095450E-1	2,298437E+3	5,981768E-1	2,298437E+3	5,812703E-1
2,300000E+3	4,992755E-1	2,300000E+3	5,308689E-1	2,300000E+3	6,057424E-1	2,300000E+3	5,848841E-1	2,300000E+3	5,784370E-1
2,301562E+3	4,982632E-1	2,301562E+3	5,252310E-1	2,301562E+3	5,975627E-1	2,301562E+3	5,961227E-1	2,301562E+3	5,665670E-1
2,303125E+3	5,025051E-1	2,303125E+3	5,256691E-1	2,303125E+3	6,003799E-1	2,303125E+3	5,903718E-1	2,303125E+3	5,713112E-1
2,304687E+3	5,034487E-1	2,304687E+3	5,290947E-1	2,304687E+3	6,118964E-1	2,304687E+3	5,904081E-1	2,304687E+3	5,776804E-1
2,306250E+3	4,961695E-1	2,306250E+3	5,260632E-1	2,306250E+3	6,050924E-1	2,306250E+3	5,919386E-1	2,306250E+3	5,868536E-1
2,307812E+3	4,875314E-1	2,307812E+3	5,232671E-1	2,307812E+3	6,063835E-1	2,307812E+3	5,893763E-1	2,307812E+3	5,872566E-1
2,309375E+3	4,879377E-1	2,309375E+3	5,189059E-1	2,309375E+3	6,073936E-1	2,309375E+3	5,860235E-1	2,309375E+3	5,865556E-1
2,310937E+3	4,862659E-1	2,310937E+3	5,208336E-1	2,310937E+3	5,993910E-1	2,310937E+3	5,930599E-1	2,310937E+3	5,775995E-1
2,312500E+3	4,843553E-1	2,312500E+3	5,149803E-1	2,312500E+3	5,941385E-1	2,312500E+3	5,944812E-1	2,312500E+3	5,831955E-1
2,314062E+3	4,828970E-1	2,314062E+3	5,131037E-1	2,314062E+3	5,987777E-1	2,314062E+3	5,844170E-1	2,314062E+3	5,809787E-1
2,315625E+3	4,870139E-1	2,315625E+3	5,142428E-1	2,315625E+3	5,978313E-1	2,315625E+3	5,853806E-1	2,315625E+3	5,863109E-1
2,317187E+3	4,832143E-1	2,317187E+3	5,115566E-1	2,317187E+3	5,962667E-1	2,317187E+3	5,889065E-1	2,317187E+3	5,963379E-1
2,318750E+3	4,800002E-1	2,318750E+3	5,164245E-1	2,318750E+3	5,947606E-1	2,318750E+3	5,961575E-1	2,318750E+3	5,972208E-1
2,320312E+3	4,795635E-1	2,320312E+3	5,131392E-1	2,320312E+3	5,944704E-1	2,320312E+3	5,953306E-1	2,320312E+3	5,791203E-1
2,321875E+3	4,791026E-1	2,321875E+3	5,121042E-1	2,321875E+3	5,950184E-1	2,321875E+3	5,907210E-1	2,321875E+3	5,904514E-1
2,323437E+3	4,753787E-1	2,323437E+3	5,117944E-1	2,323437E+3	5,985619E-1	2,323437E+3	5,882279E-1	2,323437E+3	5,829855E-1
2,325000E+3	4,736791E-1	2,325000E+3	5,077841E-1	2,325000E+3	5,965726E-1	2,325000E+3	5,832048E-1	2,325000E+3	5,715454E-1
2,326562E+3	4,755227E-1	2,326562E+3	5,053010E-1	2,326562E+3	5,933835E-1	2,326562E+3	5,897068E-1	2,326562E+3	5,864410E-1
2,328125E+3	4,746727E-1	2,328125E+3	5,043455E-1	2,328125E+3	5,916340E-1	2,328125E+3	5,948770E-1	2,328125E+3	5,775167E-1
2,329687E+3	4,701200E-1	2,329687E+3	5,038391E-1	2,329687E+3	5,889108E-1	2,329687E+3	5,963722E-1	2,329687E+3	5,822331E-1
2,331250E+3	4,720424E-1	2,331250E+3	5,001086E-1	2,331250E+3	5,838558E-1	2,331250E+3	5,899464E-1	2,331250E+3	5,892178E-1
2,332812E+3	4,634041E-1	2,332812E+3	5,001834E-1	2,332812E+3	5,838823E-1	2,332812E+3	5,878210E-1	2,332812E+3	5,853286E-1
2,334375E+3	4,642399E-1	2,334375E+3	4,990606E-1	2,334375E+3	5,864282E-1	2,334375E+3	5,804024E-1	2,334375E+3	5,844984E-1
2,335937E+3	4,644209E-1	2,335937E+3	4,974387E-1	2,335937E+3	5,827789E-1	2,335937E+3	5,830517E-1	2,335937E+3	5,817326E-1
2,337500E+3	4,615657E-1	2,337500E+3	4,966130E-1	2,337500E+3	5,788337E-1	2,337500E+3	5,837804E-1	2,337500E+3	5,893269E-1
2,339062E+3	4,616830E-1	2,339062E+3	4,898856E-1	2,339062E+3	5,827261E-1	2,339062E+3	5,806215E-1	2,339062E+3	5,843574E-1
2,340625E+3	4,629856E-1	2,340625E+3	4,866458E-1	2,340625E+3	5,866037E-1	2,340625E+3	5,835084E-1	2,340625E+3	5,776567E-1
2,342187E+3	4,593640E-1	2,342187E+3	4,875833E-1	2,342187E+3	5,817688E-1	2,342187E+3	5,833735E-1	2,342187E+3	5,803956E-1
2,343750E+3	4,608043E-1	2,343750E+3	4,903036E-1	2,343750E+3	5,806469E-1	2,343750E+3	5,850550E-1	2,343750E+3	5,725086E-1
2,345312E+3	4,597177E-1	2,345312E+3	4,873028E-1	2,345312E+3	5,813883E-1	2,345312E+3	5,851169E-1	2,345312E+3	5,723444E-1
2,346875E+3	4,507709E-1	2,346875E+3	4,883278E-1	2,346875E+3	5,759289E-1	2,346875E+3	5,847342E-1	2,346875E+3	5,787551E-1
2,348437E+3	4,544480E-1	2,348437E+3	4,896647E-1	2,348437E+3	5,719946E-1	2,348437E+3	5,842913E-1	2,348437E+3	5,769681E-1
2,350000E+3	4,517303E-1	2,350000E+3	4,837972E-1	2,350000E+3	5,737145E-1	2,350000E+3	5,856523E-1	2,350000E+3	5,757535E-1
2,351562E+3	4,485499E-1	2,351562E+3	4,830156E-1	2,351562E+3	5,730687E-1	2,351562E+3	5,846179E-1	2,351562E+3	5,703820E-1
2,353125E+3	4,503457E-1	2,353125E+3	4,830911E-1	2,353125E+3	5,735800E-1	2,353125E+3	5,822488E-1	2,353125E+3	5,706004E-1
2,354687E+3	4,500839E-1	2,354687E+3	4,813078E-1	2,354687E+3	5,718631E-1	2,354687E+3	5,743912E-1	2,354687E+3	5,725524E-1
2,356250E+3	4,433365E-1	2,356250E+3	4,781215E-1	2,356250E+3	5,629895E-1	2,356250E+3	5,793587E-1	2,356250E+3	5,642007E-1
2,357812E+3	4,434663E-1	2,357812E+3	4,759163E-1	2,357812E+3	5,649561E-1	2,357812E+3	5,795471E-1	2,357812E+3	5,695663E-1
2,359375E+3	4,409814E-1	2,359375E+3	4,750586E-1	2,359375E+3	5,661964E-1	2,359375E+3	5,764265E-1	2,359375E+3	5,636552E-1
2,360937E+3	4,389281E-1	2,360937E+3	4,743322E-1	2,360937E+3	5,638077E-1	2,360937E+3	5,812609E-1	2,360937E+3	5,704667E-1
2,362500E+3	4,429824E-1	2,362500E+3	4,752963E-1	2,362500E+3	5,636891E-1	2,362500E+3	5,860877E-1	2,362500E+3	5,813807E-1
2,364062E+3	4,439453E-1	2,364062E+3	4,723533E-1	2,364062E+3	5,652869E-1	2,364062E+3	5,856558E-1	2,364062E+3	5,733851E-1
2,365625E+3	4,355945E-1	2,365625E+3	4,718661E-1	2,365625E+3	5,549494E-1	2,365625E+3	5,770014E-1	2,365625E+3	5,604990E-1
2,367187E+3	4,372192E-1	2,367187E+3	4,725913E-1	2,367187E+3	5,554398E-1	2,367187E+3	5,813696E-1	2,367187E+3	5,716389E-1
