Sample 1 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 1 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 2 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 2 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 3 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 3 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 4 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 4 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	
2,556250E+3	3,872851E-1	2,556250E+3	6,682640E-2	2,556250E+3	3,840138E-1	2,556250E+3	5,883378E-2	2,556250E+3	3,786327E-1	2,556250E+3	5,706423E-2	2,556250E+3	3,801303E-1	2,556250E+3	5,111487E-2
2,557812E+3	4,076827E-1	2,557812E+3	7,245604E-2	2,557812E+3	4,001719E-1	2,557812E+3	6,695318E-2	2,557812E+3	3,939209E-1	2,557812E+3	6,259197E-2	2,557812E+3	3,957460E-1	2,557812E+3	5,830757E-2
2,559375E+3	4,235355E-1	2,559375E+3	7,576148E-2	2,559375E+3	4,164747E-1	2,559375E+3	7,209523E-2	2,559375E+3	4,116875E-1	2,559375E+3	6,864883E-2	2,559375E+3	4,102762E-1	2,559375E+3	6,509276E-2
2,560937E+3	4,447000E-1	2,560937E+3	7,801504E-2	2,560937E+3	4,321435E-1	2,560937E+3	7,666730E-2	2,560937E+3	4,257132E-1	2,560937E+3	7,433281E-2	2,560937E+3	4,276691E-1	2,560937E+3	7,208390E-2
2,562500E+3	4,602871E-1	2,562500E+3	8,169621E-2	2,562500E+3	4,499226E-1	2,562500E+3	7,970876E-2	2,562500E+3	4,448790E-1	2,562500E+3	7,727092E-2	2,562500E+3	4,474628E-1	2,562500E+3	7,436612E-2
2,564062E+3	4,729275E-1	2,564062E+3	7,981617E-2	2,564062E+3	4,682472E-1	2,564062E+3	7,996703E-2	2,564062E+3	4,657149E-1	2,564062E+3	7,883565E-2	2,564062E+3	4,612490E-1	2,564062E+3	7,392356E-2
2,565625E+3	4,943876E-1	2,565625E+3	7,533402E-2	2,565625E+3	4,862687E-1	2,565625E+3	7,639709E-2	2,565625E+3	4,828424E-1	2,565625E+3	7,929961E-2	2,565625E+3	4,777223E-1	2,565625E+3	7,468736E-2
2,567187E+3	5,081732E-1	2,567187E+3	7,561587E-2	2,567187E+3	5,017884E-1	2,567187E+3	7,687835E-2	2,567187E+3	5,009547E-1	2,567187E+3	7,449736E-2	2,567187E+3	4,995310E-1	2,567187E+3	7,064024E-2
2,568750E+3	5,271207E-1	2,568750E+3	6,941132E-2	2,568750E+3	5,214523E-1	2,568750E+3	7,267595E-2	2,568750E+3	5,141305E-1	2,568750E+3	7,373244E-2	2,568750E+3	5,134505E-1	2,568750E+3	7,023281E-2
2,570312E+3	5,396897E-1	2,570312E+3	5,981589E-2	2,570312E+3	5,354274E-1	2,570312E+3	6,183023E-2	2,570312E+3	5,327957E-1	2,570312E+3	6,485390E-2	2,570312E+3	5,312758E-1	2,570312E+3	6,011997E-2
2,571875E+3	5,539176E-1	2,571875E+3	4,988522E-2	2,571875E+3	5,517158E-1	2,571875E+3	5,523597E-2	2,571875E+3	5,482970E-1	2,571875E+3	5,900280E-2	2,571875E+3	5,445442E-1	2,571875E+3	5,456241E-2
2,573437E+3	5,680441E-1	2,573437E+3	4,125128E-2	2,573437E+3	5,646227E-1	2,573437E+3	4,582176E-2	2,573437E+3	5,650832E-1	2,573437E+3	4,718799E-2	2,573437E+3	5,591937E-1	2,573437E+3	4,252774E-2
2,575000E+3	5,796610E-1	2,575000E+3	3,275140E-2	2,575000E+3	5,789106E-1	2,575000E+3	3,544740E-2	2,575000E+3	5,753392E-1	2,575000E+3	3,755743E-2	2,575000E+3	5,698502E-1	2,575000E+3	3,377802E-2
2,576562E+3	5,969313E-1	2,576562E+3	2,288464E-3	2,576562E+3	5,883211E-1	2,576562E+3	2,102643E-2	2,576562E+3	5,820053E-1	2,576562E+3	2,661841E-2	2,576562E+3	5,806825E-1	2,576562E+3	2,552572E-2
2,578125E+3	6,024495E-1	2,578125E+3	-2,648244E-3	2,578125E+3	5,982156E-1	2,578125E+3	3,148212E-3	2,578125E+3	5,946887E-1	2,578125E+3	1,653706E-2	2,578125E+3	5,880937E-1	2,578125E+3	1,042334E-2
2,579687E+3	6,061662E-1	2,579687E+3	-3,827115E-3	2,579687E+3	6,052456E-1	2,579687E+3	-7,982159E-3	2,579687E+3	6,019880E-1	2,579687E+3	-1,785473E-3	2,579687E+3	5,975786E-1	2,579687E+3	-2,408807E-3
2,581250E+3	6,077710E-1	2,581250E+3	-2,597914E-3	2,581250E+3	6,073415E-1	2,581250E+3	-5,852971E-3	2,581250E+3	6,070078E-1	2,581250E+3	-1,177361E-2	2,581250E+3	6,053516E-1	2,581250E+3	-1,475652E-2
2,582812E+3	6,105068E-1	2,582812E+3	-3,270758E-2	2,582812E+3	6,138190E-1	2,582812E+3	-2,649578E-2	2,582812E+3	6,108742E-1	2,582812E+3	-2,756427E-2	2,582812E+3	6,069068E-1	2,582812E+3	-2,379238E-2
2,584375E+3	6,154179E-1	2,584375E+3	-5,122255E-2	2,584375E+3	6,164152E-1	2,584375E+3	-4,116995E-2	2,584375E+3	6,165493E-1	2,584375E+3	-3,964359E-2	2,584375E+3	6,125795E-1	2,584375E+3	-4,064542E-2
2,585937E+3	6,146337E-1	2,585937E+3	-5,843156E-2	2,585937E+3	6,160262E-1	2,585937E+3	-5,150276E-2	2,585937E+3	6,191821E-1	2,585937E+3	-5,201474E-2	2,585937E+3	6,133406E-1	2,585937E+3	-5,298694E-2
2,587500E+3	6,101987E-1	2,587500E+3	-7,099887E-2	2,587500E+3	6,161355E-1	2,587500E+3	-6,567640E-2	2,587500E+3	6,157744E-1	2,587500E+3	-6,228911E-2	2,587500E+3	6,139324E-1	2,587500E+3	-6,322918E-2
2,589062E+3	6,117030E-1	2,589062E+3	-8,183790E-2	2,589062E+3	6,129291E-1	2,589062E+3	-7,682082E-2	2,589062E+3	6,141354E-1	2,589062E+3	-7,738672E-2	2,589062E+3	6,112273E-1	2,589062E+3	-8,018402E-2
2,590625E+3	6,055058E-1	2,590625E+3	-9,050015E-2	2,590625E+3	6,102345E-1	2,590625E+3	-8,914169E-2	2,590625E+3	6,131340E-1	2,590625E+3	-8,803879E-2	2,590625E+3	6,127767E-1	2,590625E+3	-8,637779E-2
2,592187E+3	5,981720E-1	2,592187E+3	-9,570650E-2	2,592187E+3	6,043887E-1	2,592187E+3	-9,522649E-2	2,592187E+3	6,096303E-1	2,592187E+3	-9,293474E-2	2,592187E+3	6,071649E-1	2,592187E+3	-9,554567E-2
2,593750E+3	5,881372E-1	2,593750E+3	-1,039065E-1	2,593750E+3	5,981611E-1	2,593750E+3	-1,065723E-1	2,593750E+3	6,027879E-1	2,593750E+3	-1,042007E-1	2,593750E+3	6,017603E-1	2,593750E+3	-1,008502E-1
2,595312E+3	5,866420E-1	2,595312E+3	-1,097864E-1	2,595312E+3	5,954574E-1	2,595312E+3	-1,073525E-1	2,595312E+3	5,985713E-1	2,595312E+3	-1,080475E-1	2,595312E+3	5,940570E-1	2,595312E+3	-1,118097E-1
2,596875E+3	5,841758E-1	2,596875E+3	-1,108631E-1	2,596875E+3	5,874043E-1	2,596875E+3	-1,140839E-1	2,596875E+3	5,909784E-1	2,596875E+3	-1,173835E-1	2,596875E+3	5,877435E-1	2,596875E+3	-1,153426E-1
2,598437E+3	5,800322E-1	2,598437E+3	-1,085484E-1	2,598437E+3	5,837704E-1	2,598437E+3	-1,151269E-1	2,598437E+3	5,844683E-1	2,598437E+3	-1,158614E-1	2,598437E+3	5,833658E-1	2,598437E+3	-1,159139E-1
2,600000E+3	5,735591E-1	2,600000E+3	-1,114296E-1	2,600000E+3	5,792775E-1	2,600000E+3	-1,155868E-1	2,600000E+3	5,783113E-1	2,600000E+3	-1,164616E-1	2,600000E+3	5,796393E-1	2,600000E+3	-1,142981E-1
2,601562E+3	5,684427E-1	2,601562E+3	-1,110100E-1	2,601562E+3	5,734537E-1	2,601562E+3	-1,153106E-1	2,601562E+3	5,723550E-1	2,601562E+3	-1,170724E-1	2,601562E+3	5,720833E-1	2,601562E+3	-1,193455E-1
2,603125E+3	5,656125E-1	2,603125E+3	-1,075608E-1	2,603125E+3	5,709383E-1	2,603125E+3	-1,111831E-1	2,603125E+3	5,717224E-1	2,603125E+3	-1,148597E-1	2,603125E+3	5,697000E-1	2,603125E+3	-1,143335E-1
2,604687E+3	5,701899E-1	2,604687E+3	-1,029179E-1	2,604687E+3	5,681596E-1	2,604687E+3	-1,080812E-1	2,604687E+3	5,690710E-1	2,604687E+3	-1,118421E-1	2,604687E+3	5,679768E-1	2,604687E+3	-1,113344E-1
2,606250E+3	5,724878E-1	2,606250E+3	-1,014008E-1	2,606250E+3	5,676726E-1	2,606250E+3	-1,052454E-1	2,606250E+3	5,696633E-1	2,606250E+3	-1,102264E-1	2,606250E+3	5,699630E-1	2,606250E+3	-1,100665E-1
2,607812E+3	5,759226E-1	2,607812E+3	-1,014439E-1	2,607812E+3	5,710440E-1	2,607812E+3	-1,041694E-1	2,607812E+3	5,726183E-1	2,607812E+3	-1,076087E-1	2,607812E+3	5,707908E-1	2,607812E+3	-1,066034E-1
2,609375E+3	5,799127E-1	2,609375E+3	-1,033182E-1	2,609375E+3	5,767776E-1	2,609375E+3	-1,015694E-1	2,609375E+3	5,761240E-1	2,609375E+3	-1,051853E-1	2,609375E+3	5,730041E-1	2,609375E+3	-1,055278E-1
2,610937E+3	5,843374E-1	2,610937E+3	-1,029006E-1	2,610937E+3	5,845801E-1	2,610937E+3	-1,022972E-1	2,610937E+3	5,793093E-1	2,610937E+3	-1,036852E-1	2,610937E+3	5,794383E-1	2,610937E+3	-1,051212E-1
2,612500E+3	5,851719E-1	2,612500E+3	-1,036128E-1	2,612500E+3	5,889030E-1	2,612500E+3	-1,037516E-1	2,612500E+3	5,859988E-1	2,612500E+3	-1,056149E-1	2,612500E+3	5,859849E-1	2,612500E+3	-1,069728E-1
2,614062E+3	5,935252E-1	2,614062E+3	-1,123264E-1	2,614062E+3	5,944911E-1	2,614062E+3	-1,056944E-1	2,614062E+3	5,936667E-1	2,614062E+3	-1,072095E-1	2,614062E+3	5,927781E-1	2,614062E+3	-1,093199E-1
2,615625E+3	6,027227E-1	2,615625E+3	-1,128471E-1	2,615625E+3	6,017760E-1	2,615625E+3	-1,127765E-1	2,615625E+3	5,994723E-1	2,615625E+3	-1,136669E-1	2,615625E+3	5,984297E-1	2,615625E+3	-1,131793E-1
2,617187E+3	6,022722E-1	2,617187E+3	-1,262654E-1	2,617187E+3	6,067842E-1	2,617187E+3	-1,178448E-1	2,617187E+3	6,036240E-1	2,617187E+3	-1,191781E-1	2,617187E+3	6,054108E-1	2,617187E+3	-1,182390E-1
2,618750E+3	6,100196E-1	2,618750E+3	-1,286012E-1	2,618750E+3	6,092742E-1	2,618750E+3	-1,296418E-1	2,618750E+3	6,087161E-1	2,618750E+3	-1,238810E-1	2,618750E+3	6,101859E-1	2,618750E+3	-1,295335E-1
2,620312E+3	6,119757E-1	2,620312E+3	-1,363835E-1	2,620312E+3	6,138361E-1	2,620312E+3	-1,344102E-1	2,620312E+3	6,122887E-1	2,620312E+3	-1,334692E-1	2,620312E+3	6,110976E-1	2,620312E+3	-1,360348E-1
2,621875E+3	6,168280E-1	2,621875E+3	-1,460176E-1	2,621875E+3	6,181991E-1	2,621875E+3	-1,457784E-1	2,621875E+3	6,157061E-1	2,621875E+3	-1,443859E-1	2,621875E+3	6,118658E-1	2,621875E+3	-1,461923E-1
2,623437E+3	6,172235E-1	2,623437E+3	-1,577933E-1	2,623437E+3	6,150473E-1	2,623437E+3	-1,544008E-1	2,623437E+3	6,172594E-1	2,623437E+3	-1,546768E-1	2,623437E+3	6,141886E-1	2,623437E+3	-1,544101E-1
2,625000E+3	6,152408E-1	2,625000E+3	-1,684939E-1	2,625000E+3	6,155799E-1	2,625000E+3	-1,669829E-1	2,625000E+3	6,170912E-1	2,625000E+3	-1,649089E-1	2,625000E+3	6,151976E-1	2,625000E+3	-1,673613E-1
2,626562E+3	6,104573E-1	2,626562E+3	-1,808334E-1	2,626562E+3	6,140473E-1	2,626562E+3	-1,763034E-1	2,626562E+3	6,122362E-1	2,626562E+3	-1,758139E-1	2,626562E+3	6,101771E-1	2,626562E+3	-1,767993E-1
2,628125E+3	6,057311E-1	2,628125E+3	-1,916479E-1	2,628125E+3	6,090313E-1	2,628125E+3	-1,882974E-1	2,628125E+3	6,099472E-1	2,628125E+3	-1,864932E-1	2,628125E+3	6,086285E-1	2,628125E+3	-1,856081E-1
2,629687E+3	5,999750E-1	2,629687E+3	-2,000743E-1	2,629687E+3	6,060008E-1	2,629687E+3	-1,988347E-1	2,629687E+3	6,081308E-1	2,629687E+3	-1,972260E-1	2,629687E+3	6,036128E-1	2,629687E+3	-1,962413E-1
2,631250E+3	5,912484E-1	2,631250E+3	-2,077250E-1	2,631250E+3	6,004949E-1	2,631250E+3	-2,062701E-1	2,631250E+3	5,994209E-1	2,631250E+3	-2,077211E-1	2,631250E+3	5,942204E-1	2,631250E+3	-2,093162E-1
2,632812E+3	5,799080E-1	2,632812E+3	-2,217785E-1	2,632812E+3	5,870515E-1	2,632812E+3	-2,146752E-1	2,632812E+3	5,912221E-1	2,632812E+3	-2,149737E-1	2,632812E+3	5,885896E-1	2,632812E+3	-2,145633E-1
2,634375E+3	5,775431E-1	2,634375E+3	-2,237738E-1	2,634375E+3	5,766503E-1	2,634375E+3	-2,179793E-1	2,634375E+3	5,800490E-1	2,634375E+3	-2,171978E-1	2,634375E+3	5,788186E-1	2,634375E+3	-2,209273E-1
2,635937E+3	5,634362E-1	2,635937E+3	-2,352955E-1	2,635937E+3	5,627996E-1	2,635937E+3	-2,278467E-1	2,635937E+3	5,685579E-1	2,635937E+3	-2,320669E-1	2,635937E+3	5,707394E-1	2,635937E+3	-2,256272E-1
2,637500E+3	5,380031E-1	2,637500E+3	-2,352440E-1	2,637500E+3	5,551743E-1	2,637500E+3	-2,336817E-1	2,637500E+3	5,593314E-1	2,637500E+3	-2,360515E-1	2,637500E+3	5,575310E-1	2,637500E+3	-2,330886E-1
2,639062E+3	5,328898E-1	2,639062E+3	-2,325432E-1	2,639062E+3	5,405076E-1	2,639062E+3	-2,362841E-1	2,639062E+3	5,447702E-1	2,639062E+3	-2,351945E-1	2,639062E+3	5,460895E-1	2,639062E+3	-2,362184E-1
2,640625E+3	5,256133E-1	2,640625E+3	-2,246934E-1	2,640625E+3	5,307805E-1	2,640625E+3	-2,351580E-1	2,640625E+3	5,338708E-1	2,640625E+3	-2,358397E-1	2,640625E+3	5,318529E-1	2,640625E+3	-2,396122E-1
2,642187E+3	5,101674E-1	2,642187E+3	-2,228371E-1	2,642187E+3	5,151615E-1	2,642187E+3	-2,297446E-1	2,642187E+3	5,211116E-1	2,642187E+3	-2,375333E-1	2,642187E+3	5,196886E-1	2,642187E+3	-2,362096E-1
2,643750E+3	4,920601E-1	2,643750E+3	-2,223031E-1	2,643750E+3	5,006308E-1	2,643750E+3	-2,301944E-1	2,643750E+3	5,048189E-1	2,643750E+3	-2,339788E-1	2,643750E+3	5,044826E-1	2,643750E+3	-2,337800E-1
2,645312E+3	4,814918E-1	2,645312E+3	-2,156964E-1	2,645312E+3	4,888313E-1	2,645312E+3	-2,213491E-1	2,645312E+3	4,934047E-1	2,645312E+3	-2,271288E-1	2,645312E+3	4,932034E-1	2,645312E+3	-2,271950E-1
2,646875E+3	4,709042E-1	2,646875E+3	-2,053999E-1	2,646875E+3	4,772585E-1	2,646875E+3	-2,122559E-1	2,646875E+3	4,808665E-1	2,646875E+3	-2,181968E-1	2,646875E+3	4,825545E-1	2,646875E+3	-2,188541E-1
2,648437E+3	4,604316E-1	2,648437E+3	-1,926326E-1	2,648437E+3	4,643510E-1	2,648437E+3	-2,031720E-1	2,648437E+3	4,688661E-1	2,648437E+3	-2,080990E-1	2,648437E+3	4,685830E-1	2,648437E+3	-2,112336E-1
2,650000E+3	4,531712E-1	2,650000E+3	-1,805957E-1	2,650000E+3	4,578121E-1	2,650000E+3	-1,906578E-1	2,650000E+3	4,580105E-1	2,650000E+3	-1,968211E-1	2,650000E+3	4,594822E-1	2,650000E+3	-1,986826E-1
2,651562E+3	4,469219E-1	2,651562E+3	-1,647612E-1	2,651562E+3	4,514863E-1	2,651562E+3	-1,756631E-1	2,651562E+3	4,524598E-1	2,651562E+3	-1,834422E-1	2,651562E+3	4,521869E-1	2,651562E+3	-1,849617E-1
2,653125E+3	4,434909E-1	2,653125E+3	-1,494532E-1	2,653125E+3	4,461001E-1	2,653125E+3	-1,596652E-1	2,653125E+3	4,467448E-1	2,653125E+3	-1,678568E-1	2,653125E+3	4,475355E-1	2,653125E+3	-1,690774E-1
2,654687E+3	4,463230E-1	2,654687E+3	-1,311180E-1	2,654687E+3	4,447946E-1	2,654687E+3	-1,421696E-1	2,654687E+3	4,446183E-1	2,654687E+3	-1,518327E-1	2,654687E+3	4,454444E-1	2,654687E+3	-1,523465E-1
2,656250E+3	4,493823E-1	2,656250E+3	-1,158501E-1	2,656250E+3	4,469374E-1	2,656250E+3	-1,268829E-1	2,656250E+3	4,449001E-1	2,656250E+3	-1,350557E-1	2,656250E+3	4,466451E-1	2,656250E+3	-1,355008E-1
2,657812E+3	4,544291E-1	2,657812E+3	-1,012322E-1	2,657812E+3	4,515847E-1	2,657812E+3	-1,100664E-1	2,657812E+3	4,493271E-1	2,657812E+3	-1,182210E-1	2,657812E+3	4,490764E-1	2,657812E+3	-1,186386E-1
2,659375E+3	4,625611E-1	2,659375E+3	-8,472803E-2	2,659375E+3	4,595429E-1	2,659375E+3	-9,512555E-2	2,659375E+3	4,559311E-1	2,659375E+3	-1,021259E-1	2,659375E+3	4,557464E-1	2,659375E+3	-1,039185E-1
2,660937E+3	4,748387E-1	2,660937E+3	-7,335537E-2	2,660937E+3	4,692696E-1	2,660937E+3	-8,257051E-2	2,660937E+3	4,654778E-1	2,660937E+3	-8,786884E-2	2,660937E+3	4,662158E-1	2,660937E+3	-9,016538E-2
2,662500E+3	4,883416E-1	2,662500E+3	-5,992026E-2	2,662500E+3	4,810619E-1	2,662500E+3	-7,144662E-2	2,662500E+3	4,762202E-1	2,662500E+3	-7,600978E-2	2,662500E+3	4,768784E-1	2,662500E+3	-7,762302E-2
2,664062E+3	5,055641E-1	2,664062E+3	-5,156249E-2	2,664062E+3	4,968865E-1	2,664062E+3	-6,043780E-2	2,664062E+3	4,898899E-1	2,664062E+3	-6,650074E-2	2,664062E+3	4,913037E-1	2,664062E+3	-6,604688E-2
2,665625E+3	5,206532E-1	2,665625E+3	-4,783995E-2	2,665625E+3	5,101244E-1	2,665625E+3	-5,128676E-2	2,665625E+3	5,047399E-1	2,665625E+3	-5,944896E-2	2,665625E+3	5,056819E-1	2,665625E+3	-5,765057E-2
2,667187E+3	5,340327E-1	2,667187E+3	-4,362085E-2	2,667187E+3	5,264249E-1	2,667187E+3	-4,824169E-2	2,667187E+3	5,204404E-1	2,667187E+3	-5,343107E-2	2,667187E+3	5,205839E-1	2,667187E+3	-5,533848E-2
2,668750E+3	5,517039E-1	2,668750E+3	-4,321538E-2	2,668750E+3	5,422084E-1	2,668750E+3	-4,927364E-2	2,668750E+3	5,362391E-1	2,668750E+3	-5,040089E-2	2,668750E+3	5,352262E-1	2,668750E+3	-5,246386E-2
2,670312E+3	5,662718E-1	2,670312E+3	-4,707784E-2	2,670312E+3	5,564675E-1	2,670312E+3	-4,709292E-2	2,670312E+3	5,539261E-1	2,670312E+3	-5,037847E-2	2,670312E+3	5,518506E-1	2,670312E+3	-5,103938E-2
2,671875E+3	5,807517E-1	2,671875E+3	-4,762197E-2	2,671875E+3	5,743000E-1	2,671875E+3	-4,697213E-2	2,671875E+3	5,661715E-1	2,671875E+3	-4,894158E-2	2,671875E+3	5,671707E-1	2,671875E+3	-5,302172E-2
2,673437E+3	5,976638E-1	2,673437E+3	-5,332407E-2	2,673437E+3	5,876390E-1	2,673437E+3	-5,075033E-2	2,673437E+3	5,847523E-1	2,673437E+3	-5,366724E-2	2,673437E+3	5,821054E-1	2,673437E+3	-5,729564E-2
2,675000E+3	6,103439E-1	2,675000E+3	-6,062259E-2	2,675000E+3	6,041596E-1	2,675000E+3	-6,117612E-2	2,675000E+3	5,962961E-1	2,675000E+3	-5,912056E-2	2,675000E+3	5,949526E-1	2,675000E+3	-5,927438E-2
2,676562E+3	6,193423E-1	2,676562E+3	-6,384752E-2	2,676562E+3	6,153726E-1	2,676562E+3	-6,571711E-2	2,676562E+3	6,071787E-1	2,676562E+3	-6,598784E-2	2,676562E+3	6,084490E-1	2,676562E+3	-6,541253E-2
2,678125E+3	6,309698E-1	2,678125E+3	-7,842881E-2	2,678125E+3	6,250446E-1	2,678125E+3	-7,419784E-2	2,678125E+3	6,208214E-1	2,678125E+3	-7,426562E-2	2,678125E+3	6,196300E-1	2,678125E+3	-7,611654E-2
2,679687E+3	6,405150E-1	2,679687E+3	-8,212938E-2	2,679687E+3	6,349607E-1	2,679687E+3	-8,273137E-2	2,679687E+3	6,321635E-1	2,679687E+3	-7,822937E-2	2,679687E+3	6,321475E-1	2,679687E+3	-8,343489E-2
2,681250E+3	6,472438E-1	2,681250E+3	-9,848829E-2	2,681250E+3	6,455640E-1	2,681250E+3	-8,972545E-2	2,681250E+3	6,420639E-1	2,681250E+3	-9,298653E-2	2,681250E+3	6,377939E-1	2,681250E+3	-9,308574E-2
2,682812E+3	6,534290E-1	2,682812E+3	-1,096032E-1	2,682812E+3	6,527918E-1	2,682812E+3	-1,030988E-1	2,682812E+3	6,483325E-1	2,682812E+3	-1,008712E-1	2,682812E+3	6,480516E-1	2,682812E+3	-1,018641E-1
2,684375E+3	6,636631E-1	2,684375E+3	-1,136167E-1	2,684375E+3	6,568946E-1	2,684375E+3	-1,141894E-1	2,684375E+3	6,540335E-1	2,684375E+3	-1,133046E-1	2,684375E+3	6,560647E-1	2,684375E+3	-1,145804E-1
2,685937E+3	6,689512E-1	2,685937E+3	-1,252066E-1	2,685937E+3	6,630801E-1	2,685937E+3	-1,190830E-1	2,685937E+3	6,604544E-1	2,685937E+3	-1,214153E-1	2,685937E+3	6,593003E-1	2,685937E+3	-1,229477E-1
2,687500E+3	6,718052E-1	2,687500E+3	-1,355749E-1	2,687500E+3	6,703011E-1	2,687500E+3	-1,346885E-1	2,687500E+3	6,654839E-1	2,687500E+3	-1,322168E-1	2,687500E+3	6,659008E-1	2,687500E+3	-1,314875E-1
2,689062E+3	6,735600E-1	2,689062E+3	-1,466085E-1	2,689062E+3	6,715945E-1	2,689062E+3	-1,434562E-1	2,689062E+3	6,685241E-1	2,689062E+3	-1,405390E-1	2,689062E+3	6,695189E-1	2,689062E+3	-1,434440E-1
2,690625E+3	6,775871E-1	2,690625E+3	-1,560348E-1	2,690625E+3	6,737024E-1	2,690625E+3	-1,515694E-1	2,690625E+3	6,688334E-1	2,690625E+3	-1,515249E-1	2,690625E+3	6,691252E-1	2,690625E+3	-1,508936E-1
2,692187E+3	6,754270E-1	2,692187E+3	-1,659042E-1	2,692187E+3	6,755804E-1	2,692187E+3	-1,626788E-1	2,692187E+3	6,741971E-1	2,692187E+3	-1,620592E-1	2,692187E+3	6,755969E-1	2,692187E+3	-1,638361E-1
2,693750E+3	6,750906E-1	2,693750E+3	-1,755014E-1	2,693750E+3	6,764868E-1	2,693750E+3	-1,681452E-1	2,693750E+3	6,771126E-1	2,693750E+3	-1,709620E-1	2,693750E+3	6,717238E-1	2,693750E+3	-1,738795E-1
2,695312E+3	6,770777E-1	2,695312E+3	-1,839870E-1	2,695312E+3	6,749492E-1	2,695312E+3	-1,789804E-1	2,695312E+3	6,754672E-1	2,695312E+3	-1,801690E-1	2,695312E+3	6,737832E-1	2,695312E+3	-1,784608E-1
2,696875E+3	6,743518E-1	2,696875E+3	-2,062245E-1	2,696875E+3	6,762705E-1	2,696875E+3	-1,901550E-1	2,696875E+3	6,748647E-1	2,696875E+3	-1,878618E-1	2,696875E+3	6,726364E-1	2,696875E+3	-1,890450E-1
2,698437E+3	6,767919E-1	2,698437E+3	-2,008002E-1	2,698437E+3	6,775104E-1	2,698437E+3	-2,081374E-1	2,698437E+3	6,770719E-1	2,698437E+3	-1,970355E-1	2,698437E+3	6,719732E-1	2,698437E+3	-1,976152E-1
2,700000E+3	6,789891E-1	2,700000E+3	-1,970340E-1	2,700000E+3	6,776912E-1	2,700000E+3	-2,042332E-1	2,700000E+3	6,761724E-1	2,700000E+3	-2,057781E-1	2,700000E+3	6,744517E-1	2,700000E+3	-2,032516E-1
2,701562E+3	6,811870E-1	2,701562E+3	-1,907386E-1	2,701562E+3	6,800780E-1	2,701562E+3	-1,964370E-1	2,701562E+3	6,763462E-1	2,701562E+3	-2,078812E-1	2,701562E+3	6,731477E-1	2,701562E+3	-2,131740E-1
2,703125E+3	6,752492E-1	2,703125E+3	-2,171150E-1	2,703125E+3	6,774932E-1	2,703125E+3	-2,135484E-1	2,703125E+3	6,781590E-1	2,703125E+3	-2,185327E-1	2,703125E+3	6,733987E-1	2,703125E+3	-2,196771E-1
2,704687E+3	6,782999E-1	2,704687E+3	-2,278800E-1	2,704687E+3	6,772217E-1	2,704687E+3	-2,240112E-1	2,704687E+3	6,773279E-1	2,704687E+3	-2,220465E-1	2,704687E+3	6,755718E-1	2,704687E+3	-2,267201E-1
2,706250E+3	6,794999E-1	2,706250E+3	-2,323395E-1	2,706250E+3	6,761908E-1	2,706250E+3	-2,344617E-1	2,706250E+3	6,757656E-1	2,706250E+3	-2,351070E-1	2,706250E+3	6,748641E-1	2,706250E+3	-2,349323E-1
2,707812E+3	6,774929E-1	2,707812E+3	-2,367526E-1	2,707812E+3	6,770924E-1	2,707812E+3	-2,401742E-1	2,707812E+3	6,749903E-1	2,707812E+3	-2,396881E-1	2,707812E+3	6,737518E-1	2,707812E+3	-2,396121E-1
2,709375E+3	6,774669E-1	2,709375E+3	-2,480294E-1	2,709375E+3	6,768178E-1	2,709375E+3	-2,452408E-1	2,709375E+3	6,741865E-1	2,709375E+3	-2,481945E-1	2,709375E+3	6,770144E-1	2,709375E+3	-2,516400E-1
2,710937E+3	6,774285E-1	2,710937E+3	-2,536027E-1	2,710937E+3	6,749821E-1	2,710937E+3	-2,578064E-1	2,710937E+3	6,775899E-1	2,710937E+3	-2,537872E-1	2,710937E+3	6,750832E-1	2,710937E+3	-2,563438E-1
2,712500E+3	6,781653E-1	2,712500E+3	-2,653486E-1	2,712500E+3	6,761413E-1	2,712500E+3	-2,624296E-1	2,712500E+3	6,759341E-1	2,712500E+3	-2,654273E-1	2,712500E+3	6,732250E-1	2,712500E+3	-2,634013E-1
2,714062E+3	6,798436E-1	2,714062E+3	-2,724167E-1	2,714062E+3	6,746817E-1	2,714062E+3	-2,706802E-1	2,714062E+3	6,755342E-1	2,714062E+3	-2,699437E-1	2,714062E+3	6,724517E-1	2,714062E+3	-2,734997E-1
2,715625E+3	6,771504E-1	2,715625E+3	-2,764902E-1	2,715625E+3	6,770886E-1	2,715625E+3	-2,800045E-1	2,715625E+3	6,735104E-1	2,715625E+3	-2,801218E-1	2,715625E+3	6,737666E-1	2,715625E+3	-2,795925E-1
2,717187E+3	6,783651E-1	2,717187E+3	-2,870752E-1	2,717187E+3	6,739419E-1	2,717187E+3	-2,884548E-1	2,717187E+3	6,727259E-1	2,717187E+3	-2,884567E-1	2,717187E+3	6,720940E-1	2,717187E+3	-2,880887E-1
