Sample 1_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 2_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 3_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 4_Frequency [Hz]	Absorption Coefficient on Cavity	
2,331250E+3	8,314076E-1	2,331250E+3	8,299201E-1	2,331250E+3	8,310331E-1	2,331250E+3	8,303964E-1
2,332812E+3	8,344115E-1	2,332812E+3	8,370240E-1	2,332812E+3	8,356439E-1	2,332812E+3	8,366789E-1
2,334375E+3	8,370791E-1	2,334375E+3	8,402077E-1	2,334375E+3	8,399993E-1	2,334375E+3	8,394005E-1
2,335937E+3	8,389047E-1	2,335937E+3	8,409525E-1	2,335937E+3	8,416618E-1	2,335937E+3	8,410452E-1
2,337500E+3	8,353547E-1	2,337500E+3	8,395685E-1	2,337500E+3	8,408862E-1	2,337500E+3	8,409153E-1
2,339062E+3	8,320275E-1	2,339062E+3	8,331330E-1	2,339062E+3	8,365684E-1	2,339062E+3	8,375421E-1
2,340625E+3	8,277369E-1	2,340625E+3	8,296185E-1	2,340625E+3	8,301417E-1	2,340625E+3	8,309056E-1
2,342187E+3	8,187319E-1	2,342187E+3	8,213971E-1	2,342187E+3	8,213464E-1	2,342187E+3	8,220349E-1
2,343750E+3	8,015554E-1	2,343750E+3	8,066872E-1	2,343750E+3	8,105605E-1	2,343750E+3	8,127554E-1
2,345312E+3	7,886351E-1	2,345312E+3	7,971477E-1	2,345312E+3	7,992814E-1	2,345312E+3	8,001270E-1
2,346875E+3	7,738376E-1	2,346875E+3	7,821012E-1	2,346875E+3	7,873565E-1	2,346875E+3	7,882844E-1
2,348437E+3	7,633057E-1	2,348437E+3	7,696277E-1	2,348437E+3	7,725866E-1	2,348437E+3	7,731327E-1
2,350000E+3	7,514460E-1	2,350000E+3	7,543737E-1	2,350000E+3	7,573391E-1	2,350000E+3	7,603433E-1
2,351562E+3	7,375222E-1	2,351562E+3	7,426479E-1	2,351562E+3	7,452869E-1	2,351562E+3	7,478480E-1
2,353125E+3	7,286617E-1	2,353125E+3	7,326387E-1	2,353125E+3	7,328229E-1	2,353125E+3	7,359386E-1
2,354687E+3	7,154417E-1	2,354687E+3	7,205238E-1	2,354687E+3	7,213215E-1	2,354687E+3	7,232324E-1
2,356250E+3	7,045121E-1	2,356250E+3	7,094308E-1	2,356250E+3	7,094176E-1	2,356250E+3	7,132640E-1
2,357812E+3	6,978731E-1	2,357812E+3	7,022259E-1	2,357812E+3	7,027750E-1	2,357812E+3	7,058916E-1
2,359375E+3	6,892370E-1	2,359375E+3	6,931995E-1	2,359375E+3	6,970103E-1	2,359375E+3	6,982276E-1
2,360937E+3	6,844426E-1	2,360937E+3	6,879138E-1	2,360937E+3	6,911369E-1	2,360937E+3	6,926647E-1
2,362500E+3	6,839006E-1	2,362500E+3	6,859867E-1	2,362500E+3	6,858611E-1	2,362500E+3	6,867553E-1
2,364062E+3	6,825735E-1	2,364062E+3	6,828419E-1	2,364062E+3	6,811334E-1	2,364062E+3	6,840101E-1
2,365625E+3	6,822518E-1	2,365625E+3	6,798724E-1	2,365625E+3	6,810556E-1	2,365625E+3	6,831660E-1
2,367187E+3	6,827459E-1	2,367187E+3	6,790705E-1	2,367187E+3	6,835866E-1	2,367187E+3	6,825763E-1
2,368750E+3	6,774253E-1	2,368750E+3	6,779561E-1	2,368750E+3	6,815241E-1	2,368750E+3	6,809162E-1
2,370312E+3	6,752621E-1	2,370312E+3	6,790874E-1	2,370312E+3	6,776137E-1	2,370312E+3	6,796200E-1
2,371875E+3	6,773220E-1	2,371875E+3	6,778309E-1	2,371875E+3	6,778677E-1	2,371875E+3	6,759813E-1
2,373437E+3	6,754201E-1	2,373437E+3	6,770598E-1	2,373437E+3	6,765690E-1	2,373437E+3	6,774093E-1
2,375000E+3	6,759315E-1	2,375000E+3	6,764875E-1	2,375000E+3	6,764086E-1	2,375000E+3	6,788929E-1
2,376562E+3	6,767890E-1	2,376562E+3	6,774990E-1	2,376562E+3	6,787641E-1	2,376562E+3	6,799410E-1
2,378125E+3	6,787341E-1	2,378125E+3	6,777032E-1	2,378125E+3	6,774387E-1	2,378125E+3	6,765366E-1
2,379687E+3	6,777645E-1	2,379687E+3	6,784091E-1	2,379687E+3	6,767197E-1	2,379687E+3	6,793210E-1
2,381250E+3	6,803811E-1	2,381250E+3	6,797835E-1	2,381250E+3	6,774428E-1	2,381250E+3	6,794295E-1
2,382812E+3	6,817583E-1	2,382812E+3	6,805608E-1	2,382812E+3	6,818706E-1	2,382812E+3	6,818058E-1
2,384375E+3	6,840980E-1	2,384375E+3	6,857517E-1	2,384375E+3	6,859456E-1	2,384375E+3	6,856733E-1
2,385937E+3	6,923251E-1	2,385937E+3	6,886933E-1	2,385937E+3	6,908399E-1	2,385937E+3	6,894100E-1
2,387500E+3	7,063729E-1	2,387500E+3	6,981973E-1	2,387500E+3	6,962440E-1	2,387500E+3	6,965725E-1
2,389062E+3	7,141813E-1	2,389062E+3	7,090134E-1	2,389062E+3	7,026293E-1	2,389062E+3	7,031751E-1
2,390625E+3	7,194620E-1	2,390625E+3	7,164572E-1	2,390625E+3	7,159555E-1	2,390625E+3	7,164184E-1
2,392187E+3	7,297740E-1	2,392187E+3	7,299320E-1	2,392187E+3	7,270177E-1	2,392187E+3	7,259197E-1
2,393750E+3	7,457778E-1	2,393750E+3	7,441219E-1	2,393750E+3	7,398672E-1	2,393750E+3	7,382759E-1
2,395312E+3	7,627159E-1	2,395312E+3	7,567046E-1	2,395312E+3	7,529698E-1	2,395312E+3	7,536114E-1
2,396875E+3	7,871712E-1	2,396875E+3	7,721489E-1	2,396875E+3	7,715267E-1	2,396875E+3	7,663754E-1
2,398437E+3	8,008896E-1	2,398437E+3	7,916187E-1	2,398437E+3	7,854540E-1	2,398437E+3	7,857180E-1
2,400000E+3	8,100745E-1	2,400000E+3	8,094042E-1	2,400000E+3	8,022334E-1	2,400000E+3	8,008969E-1
2,401562E+3	8,245420E-1	2,401562E+3	8,239410E-1	2,401562E+3	8,184892E-1	2,401562E+3	8,208839E-1
2,403125E+3	8,512459E-1	2,403125E+3	8,443789E-1	2,403125E+3	8,390088E-1	2,403125E+3	8,380327E-1
2,404687E+3	8,659971E-1	2,404687E+3	8,630434E-1	2,404687E+3	8,590996E-1	2,404687E+3	8,554630E-1
2,406250E+3	8,841489E-1	2,406250E+3	8,778208E-1	2,406250E+3	8,767815E-1	2,406250E+3	8,746414E-1
2,407812E+3	9,031143E-1	2,407812E+3	8,969853E-1	2,407812E+3	8,918518E-1	2,407812E+3	8,905392E-1
2,409375E+3	9,182352E-1	2,409375E+3	9,135416E-1	2,409375E+3	9,073021E-1	2,409375E+3	9,069970E-1
2,410937E+3	9,307348E-1	2,410937E+3	9,256074E-1	2,410937E+3	9,259637E-1	2,410937E+3	9,225333E-1
2,412500E+3	9,402591E-1	2,412500E+3	9,388131E-1	2,412500E+3	9,359672E-1	2,412500E+3	9,339017E-1
2,414062E+3	9,494284E-1	2,414062E+3	9,494060E-1	2,414062E+3	9,456390E-1	2,414062E+3	9,446097E-1
2,415625E+3	9,565802E-1	2,415625E+3	9,537757E-1	2,415625E+3	9,537401E-1	2,415625E+3	9,527002E-1
2,417187E+3	9,608952E-1	2,417187E+3	9,577097E-1	2,417187E+3	9,582806E-1	2,417187E+3	9,575092E-1
2,418750E+3	9,596955E-1	2,418750E+3	9,583734E-1	2,418750E+3	9,607145E-1	2,418750E+3	9,588075E-1
2,420312E+3	9,551214E-1	2,420312E+3	9,566266E-1	2,420312E+3	9,586608E-1	2,420312E+3	9,575600E-1
2,421875E+3	9,475724E-1	2,421875E+3	9,509373E-1	2,421875E+3	9,545581E-1	2,421875E+3	9,543757E-1
2,423437E+3	9,408224E-1	2,423437E+3	9,445205E-1	2,423437E+3	9,457022E-1	2,423437E+3	9,459341E-1
2,425000E+3	9,283238E-1	2,425000E+3	9,331863E-1	2,425000E+3	9,357962E-1	2,425000E+3	9,360637E-1
2,426562E+3	9,145513E-1	2,426562E+3	9,203714E-1	2,426562E+3	9,240066E-1	2,426562E+3	9,242821E-1
2,428125E+3	8,997802E-1	2,428125E+3	9,044688E-1	2,428125E+3	9,101798E-1	2,428125E+3	9,094031E-1
2,429687E+3	8,821766E-1	2,429687E+3	8,889982E-1	2,429687E+3	8,941651E-1	2,429687E+3	8,948518E-1
2,431250E+3	8,634611E-1	2,431250E+3	8,686626E-1	2,431250E+3	8,740764E-1	2,431250E+3	8,765601E-1
2,432812E+3	8,446725E-1	2,432812E+3	8,535814E-1	2,432812E+3	8,567582E-1	2,432812E+3	8,598505E-1
2,434375E+3	8,244550E-1	2,434375E+3	8,363378E-1	2,434375E+3	8,409102E-1	2,434375E+3	8,429855E-1
2,435937E+3	8,077273E-1	2,435937E+3	8,140793E-1	2,435937E+3	8,178562E-1	2,435937E+3	8,198809E-1
2,437500E+3	7,876388E-1	2,437500E+3	7,964273E-1	2,437500E+3	8,011093E-1	2,437500E+3	8,029594E-1
2,439062E+3	7,707524E-1	2,439062E+3	7,786235E-1	2,439062E+3	7,829853E-1	2,439062E+3	7,862624E-1
2,440625E+3	7,565562E-1	2,440625E+3	7,617079E-1	2,440625E+3	7,637475E-1	2,440625E+3	7,688584E-1
2,442187E+3	7,410018E-1	2,442187E+3	7,441563E-1	2,442187E+3	7,496617E-1	2,442187E+3	7,505061E-1
2,443750E+3	7,268829E-1	2,443750E+3	7,275494E-1	2,443750E+3	7,352042E-1	2,443750E+3	7,377654E-1
2,445312E+3	7,128199E-1	2,445312E+3	7,154866E-1	2,445312E+3	7,234218E-1	2,445312E+3	7,229649E-1
2,446875E+3	6,983205E-1	2,446875E+3	7,043511E-1	2,446875E+3	7,090043E-1	2,446875E+3	7,101601E-1
2,448437E+3	6,869966E-1	2,448437E+3	6,943580E-1	2,448437E+3	6,928844E-1	2,448437E+3	6,998122E-1
2,450000E+3	6,788142E-1	2,450000E+3	6,814912E-1	2,450000E+3	6,842840E-1	2,450000E+3	6,897794E-1
2,451562E+3	6,703431E-1	2,451562E+3	6,728315E-1	2,451562E+3	6,782829E-1	2,451562E+3	6,840820E-1
2,453125E+3	6,628389E-1	2,453125E+3	6,704639E-1	2,453125E+3	6,681138E-1	2,453125E+3	6,770538E-1
2,454687E+3	6,605792E-1	2,454687E+3	6,633492E-1	2,454687E+3	6,621998E-1	2,454687E+3	6,710701E-1
2,456250E+3	6,589863E-1	2,456250E+3	6,616087E-1	2,456250E+3	6,576496E-1	2,456250E+3	6,653225E-1
2,457812E+3	6,597811E-1	2,457812E+3	6,624754E-1	2,457812E+3	6,575386E-1	2,457812E+3	6,617148E-1
2,459375E+3	6,600116E-1	2,459375E+3	6,610519E-1	2,459375E+3	6,600649E-1	2,459375E+3	6,620678E-1
2,460937E+3	6,594215E-1	2,460937E+3	6,586160E-1	2,460937E+3	6,583790E-1	2,460937E+3	6,599138E-1
2,462500E+3	6,655636E-1	2,462500E+3	6,627782E-1	2,462500E+3	6,640868E-1	2,462500E+3	6,660949E-1
2,464062E+3	6,705040E-1	2,464062E+3	6,687520E-1	2,464062E+3	6,695966E-1	2,464062E+3	6,716259E-1
2,465625E+3	6,778240E-1	2,465625E+3	6,730590E-1	2,465625E+3	6,701181E-1	2,465625E+3	6,726047E-1
2,467187E+3	6,809042E-1	2,467187E+3	6,750654E-1	2,467187E+3	6,731620E-1	2,467187E+3	6,787563E-1
2,468750E+3	6,874890E-1	2,468750E+3	6,849269E-1	2,468750E+3	6,760406E-1	2,468750E+3	6,825740E-1
2,470312E+3	6,947698E-1	2,470312E+3	6,904355E-1	2,470312E+3	6,831426E-1	2,470312E+3	6,900426E-1
2,471875E+3	6,990172E-1	2,471875E+3	6,945604E-1	2,471875E+3	6,924803E-1	2,471875E+3	6,966606E-1
2,473437E+3	7,022844E-1	2,473437E+3	6,967502E-1	2,473437E+3	6,971555E-1	2,473437E+3	7,016892E-1
2,475000E+3	7,100342E-1	2,475000E+3	7,019444E-1	2,475000E+3	7,035997E-1	2,475000E+3	7,085092E-1
2,476562E+3	7,111094E-1	2,476562E+3	7,084331E-1	2,476562E+3	7,083025E-1	2,476562E+3	7,150409E-1
2,478125E+3	7,119898E-1	2,478125E+3	7,118582E-1	2,478125E+3	7,078831E-1	2,478125E+3	7,181295E-1
2,479687E+3	7,251632E-1	2,479687E+3	7,150055E-1	2,479687E+3	7,154531E-1	2,479687E+3	7,231889E-1
2,481250E+3	7,250313E-1	2,481250E+3	7,213870E-1	2,481250E+3	7,212460E-1	2,481250E+3	7,268403E-1
2,482812E+3	7,249680E-1	2,482812E+3	7,252980E-1	2,482812E+3	7,233584E-1	2,482812E+3	7,334902E-1
2,484375E+3	7,343148E-1	2,484375E+3	7,320204E-1	2,484375E+3	7,289611E-1	2,484375E+3	7,397375E-1
2,485937E+3	7,419391E-1	2,485937E+3	7,404714E-1	2,485937E+3	7,376070E-1	2,485937E+3	7,486587E-1
2,487500E+3	7,525236E-1	2,487500E+3	7,486923E-1	2,487500E+3	7,447064E-1	2,487500E+3	7,566541E-1
2,489062E+3	7,609673E-1	2,489062E+3	7,574271E-1	2,489062E+3	7,538556E-1	2,489062E+3	7,612181E-1
2,490625E+3	7,701849E-1	2,490625E+3	7,643868E-1	2,490625E+3	7,615026E-1	2,490625E+3	7,706320E-1
2,492187E+3	7,805297E-1	2,492187E+3	7,729987E-1	2,492187E+3	7,709722E-1	2,492187E+3	7,781223E-1
2,493750E+3	7,868687E-1	2,493750E+3	7,826364E-1	2,493750E+3	7,792558E-1	2,493750E+3	7,855267E-1
2,495312E+3	7,901650E-1	2,495312E+3	7,883576E-1	2,495312E+3	7,874431E-1	2,495312E+3	7,917368E-1
2,496875E+3	7,942800E-1	2,496875E+3	7,944676E-1	2,496875E+3	7,929806E-1	2,496875E+3	7,958942E-1
2,498437E+3	7,983283E-1	2,498437E+3	7,978861E-1	2,498437E+3	7,971489E-1	2,498437E+3	7,985685E-1
2,500000E+3	7,983360E-1	2,500000E+3	7,985444E-1	2,500000E+3	7,989445E-1	2,500000E+3	7,983514E-1
2,501562E+3	7,962449E-1	2,501562E+3	7,974060E-1	2,501562E+3	7,985649E-1	2,501562E+3	7,961205E-1
2,503125E+3	7,925954E-1	2,503125E+3	7,955283E-1	2,503125E+3	7,963381E-1	2,503125E+3	7,929797E-1
2,504687E+3	7,884616E-1	2,504687E+3	7,916171E-1	2,504687E+3	7,927917E-1	2,504687E+3	7,882056E-1
2,506250E+3	7,878621E-1	2,506250E+3	7,849451E-1	2,506250E+3	7,882808E-1	2,506250E+3	7,829970E-1
2,507812E+3	7,806794E-1	2,507812E+3	7,815708E-1	2,507812E+3	7,825063E-1	2,507812E+3	7,773560E-1
2,509375E+3	7,760451E-1	2,509375E+3	7,775277E-1	2,509375E+3	7,766032E-1	2,509375E+3	7,704368E-1
2,510937E+3	7,700267E-1	2,510937E+3	7,724521E-1	2,510937E+3	7,734061E-1	2,510937E+3	7,673351E-1
2,512500E+3	7,671792E-1	2,512500E+3	7,678980E-1	2,512500E+3	7,696160E-1	2,512500E+3	7,639057E-1
2,514062E+3	7,684317E-1	2,514062E+3	7,686087E-1	2,514062E+3	7,662922E-1	2,514062E+3	7,602794E-1
2,515625E+3	7,711792E-1	2,515625E+3	7,686409E-1	2,515625E+3	7,705724E-1	2,515625E+3	7,599031E-1
2,517187E+3	7,787222E-1	2,517187E+3	7,721647E-1	2,517187E+3	7,707682E-1	2,517187E+3	7,671958E-1
2,518750E+3	7,829818E-1	2,518750E+3	7,790994E-1	2,518750E+3	7,751343E-1	2,518750E+3	7,719057E-1
2,520312E+3	7,864081E-1	2,520312E+3	7,824908E-1	2,520312E+3	7,804961E-1	2,520312E+3	7,768500E-1
2,521875E+3	7,923188E-1	2,521875E+3	7,930200E-1	2,521875E+3	7,893620E-1	2,521875E+3	7,851251E-1
2,523437E+3	8,091748E-1	2,523437E+3	8,016703E-1	2,523437E+3	7,981574E-1	2,523437E+3	7,969004E-1
2,525000E+3	8,175848E-1	2,525000E+3	8,141205E-1	2,525000E+3	8,092524E-1	2,525000E+3	8,073251E-1
2,526562E+3	8,326351E-1	2,526562E+3	8,271400E-1	2,526562E+3	8,209570E-1	2,526562E+3	8,184893E-1
2,528125E+3	8,449051E-1	2,528125E+3	8,390453E-1	2,528125E+3	8,350623E-1	2,528125E+3	8,310318E-1
2,529687E+3	8,577727E-1	2,529687E+3	8,527235E-1	2,529687E+3	8,474603E-1	2,529687E+3	8,443886E-1
2,531250E+3	8,706792E-1	2,531250E+3	8,636251E-1	2,531250E+3	8,608163E-1	2,531250E+3	8,581229E-1
2,532812E+3	8,824903E-1	2,532812E+3	8,766861E-1	2,532812E+3	8,730604E-1	2,532812E+3	8,714643E-1
2,534375E+3	8,926160E-1	2,534375E+3	8,876329E-1	2,534375E+3	8,838164E-1	2,534375E+3	8,811132E-1
2,535937E+3	9,004345E-1	2,535937E+3	8,957554E-1	2,535937E+3	8,924629E-1	2,535937E+3	8,913851E-1
2,537500E+3	9,079138E-1	2,537500E+3	9,027442E-1	2,537500E+3	9,008183E-1	2,537500E+3	8,995757E-1
2,539062E+3	9,120942E-1	2,539062E+3	9,085732E-1	2,539062E+3	9,070063E-1	2,539062E+3	9,049753E-1
2,540625E+3	9,138134E-1	2,540625E+3	9,119715E-1	2,540625E+3	9,113054E-1	2,540625E+3	9,089560E-1
2,542187E+3	9,162861E-1	2,542187E+3	9,146358E-1	2,542187E+3	9,133902E-1	2,542187E+3	9,117532E-1
2,543750E+3	9,154564E-1	2,543750E+3	9,149451E-1	2,543750E+3	9,141095E-1	2,543750E+3	9,122675E-1
2,545312E+3	9,121381E-1	2,545312E+3	9,117329E-1	2,545312E+3	9,125445E-1	2,545312E+3	9,099708E-1
2,546875E+3	9,047885E-1	2,546875E+3	9,077341E-1	2,546875E+3	9,083240E-1	2,546875E+3	9,064653E-1
2,548437E+3	8,992627E-1	2,548437E+3	9,007596E-1	2,548437E+3	9,023635E-1	2,548437E+3	9,008375E-1
2,550000E+3	8,908104E-1	2,550000E+3	8,943201E-1	2,550000E+3	8,951692E-1	2,550000E+3	8,945252E-1
2,551562E+3	8,811299E-1	2,551562E+3	8,847558E-1	2,551562E+3	8,868748E-1	2,551562E+3	8,860281E-1
2,553125E+3	8,697499E-1	2,553125E+3	8,742383E-1	2,553125E+3	8,756019E-1	2,553125E+3	8,763535E-1
2,554687E+3	8,578304E-1	2,554687E+3	8,634204E-1	2,554687E+3	8,657856E-1	2,554687E+3	8,651375E-1
2,556250E+3	8,455445E-1	2,556250E+3	8,490720E-1	2,556250E+3	8,533810E-1	2,556250E+3	8,528883E-1
2,557812E+3	8,285449E-1	2,557812E+3	8,353797E-1	2,557812E+3	8,409086E-1	2,557812E+3	8,399854E-1
2,559375E+3	8,148779E-1	2,559375E+3	8,213511E-1	2,559375E+3	8,258007E-1	2,559375E+3	8,274364E-1
2,560937E+3	7,961556E-1	2,560937E+3	8,073741E-1	2,560937E+3	8,132429E-1	2,560937E+3	8,119031E-1
2,562500E+3	7,814616E-1	2,562500E+3	7,912162E-1	2,562500E+3	7,961119E-1	2,562500E+3	7,942467E-1
2,564062E+3	7,699689E-1	2,564062E+3	7,743499E-1	2,564062E+3	7,768946E-1	2,564062E+3	7,817846E-1
2,565625E+3	7,499057E-1	2,565625E+3	7,577062E-1	2,565625E+3	7,605748E-1	2,565625E+3	7,662032E-1
2,567187E+3	7,360422E-1	2,567187E+3	7,422981E-1	2,567187E+3	7,434946E-1	2,567187E+3	7,454787E-1
2,568750E+3	7,173258E-1	2,568750E+3	7,228057E-1	2,568750E+3	7,302334E-1	2,568750E+3	7,314360E-1
2,570312E+3	7,051571E-1	2,570312E+3	7,094945E-1	2,570312E+3	7,119227E-1	2,570312E+3	7,141316E-1
2,571875E+3	6,906867E-1	2,571875E+3	6,925586E-1	2,571875E+3	6,958890E-1	2,571875E+3	7,004946E-1
2,573437E+3	6,756242E-1	2,573437E+3	6,791016E-1	2,573437E+3	6,784543E-1	2,573437E+3	6,854938E-1
2,575000E+3	6,629204E-1	2,575000E+3	6,636060E-1	2,575000E+3	6,675742E-1	2,575000E+3	6,741298E-1
2,576562E+3	6,436677E-1	2,576562E+3	6,534362E-1	2,576562E+3	6,605613E-1	2,576562E+3	6,621562E-1
2,578125E+3	6,370476E-1	2,578125E+3	6,421282E-1	2,578125E+3	6,460718E-1	2,578125E+3	6,540371E-1
2,579687E+3	6,325479E-1	2,579687E+3	6,336141E-1	2,579687E+3	6,376072E-1	2,579687E+3	6,428941E-1
2,581250E+3	6,306077E-1	2,581250E+3	6,311021E-1	2,581250E+3	6,314029E-1	2,581250E+3	6,333317E-1
2,582812E+3	6,262116E-1	2,582812E+3	6,225242E-1	2,582812E+3	6,260729E-1	2,582812E+3	6,310981E-1
2,584375E+3	6,186370E-1	2,584375E+3	6,183374E-1	2,584375E+3	6,182954E-1	2,584375E+3	6,230943E-1
2,585937E+3	6,188112E-1	2,585937E+3	6,178592E-1	2,585937E+3	6,139080E-1	2,585937E+3	6,210057E-1
2,587500E+3	6,226167E-1	2,587500E+3	6,160636E-1	2,587500E+3	6,169419E-1	2,587500E+3	6,190891E-1
2,589062E+3	6,191220E-1	2,589062E+3	6,184165E-1	2,589062E+3	6,168490E-1	2,589062E+3	6,199717E-1
2,590625E+3	6,251725E-1	2,590625E+3	6,196677E-1	2,590625E+3	6,163159E-1	2,590625E+3	6,170436E-1
2,592187E+3	6,330305E-1	2,592187E+3	6,256462E-1	2,592187E+3	6,197140E-1	2,592187E+3	6,222219E-1
2,593750E+3	6,432980E-1	2,593750E+3	6,308457E-1	2,593750E+3	6,257890E-1	2,593750E+3	6,277137E-1
2,595312E+3	6,437981E-1	2,595312E+3	6,339059E-1	2,595312E+3	6,300381E-1	2,595312E+3	6,345949E-1
2,596875E+3	6,464480E-1	2,596875E+3	6,419410E-1	2,596875E+3	6,369656E-1	2,596875E+3	6,412537E-1
2,598437E+3	6,517799E-1	2,598437E+3	6,459580E-1	2,598437E+3	6,449729E-1	2,598437E+3	6,462483E-1
2,600000E+3	6,586134E-1	2,600000E+3	6,510773E-1	2,600000E+3	6,519927E-1	2,600000E+3	6,509542E-1
2,601562E+3	6,645496E-1	2,601562E+3	6,578543E-1	2,601562E+3	6,587038E-1	2,601562E+3	6,584773E-1
2,603125E+3	6,685132E-1	2,603125E+3	6,616678E-1	2,603125E+3	6,599407E-1	2,603125E+3	6,623697E-1
2,604687E+3	6,642914E-1	2,604687E+3	6,655131E-1	2,604687E+3	6,636495E-1	2,604687E+3	6,650070E-1
2,606250E+3	6,619756E-1	2,606250E+3	6,666713E-1	2,606250E+3	6,633338E-1	2,606250E+3	6,630275E-1
2,607812E+3	6,580223E-1	2,607812E+3	6,630575E-1	2,607812E+3	6,605287E-1	2,607812E+3	6,628335E-1
2,609375E+3	6,530266E-1	2,609375E+3	6,570113E-1	2,609375E+3	6,570172E-1	2,609375E+3	6,605301E-1
2,610937E+3	6,479613E-1	2,610937E+3	6,478014E-1	2,610937E+3	6,536501E-1	2,610937E+3	6,532008E-1
2,612500E+3	6,468383E-1	2,612500E+3	6,424289E-1	2,612500E+3	6,454509E-1	2,612500E+3	6,451785E-1
2,614062E+3	6,351106E-1	2,614062E+3	6,354091E-1	2,614062E+3	6,360660E-1	2,614062E+3	6,366632E-1
2,615625E+3	6,239908E-1	2,615625E+3	6,251471E-1	2,615625E+3	6,277128E-1	2,615625E+3	6,290724E-1
2,617187E+3	6,213252E-1	2,617187E+3	6,179256E-1	2,617187E+3	6,214347E-1	2,617187E+3	6,194973E-1
2,618750E+3	6,113378E-1	2,618750E+3	6,119780E-1	2,618750E+3	6,141182E-1	2,618750E+3	6,108943E-1
2,620312E+3	6,068853E-1	2,620312E+3	6,051391E-1	2,620312E+3	6,072885E-1	2,620312E+3	6,080543E-1
2,621875E+3	5,982021E-1	2,621875E+3	5,965786E-1	2,621875E+3	6,000587E-1	2,621875E+3	6,042481E-1
2,623437E+3	5,941364E-1	2,623437E+3	5,978771E-1	2,623437E+3	5,950660E-1	2,623437E+3	5,989299E-1
2,625000E+3	5,930886E-1	2,625000E+3	5,931781E-1	2,625000E+3	5,920035E-1	2,625000E+3	5,935221E-1
2,626562E+3	5,946412E-1	2,626562E+3	5,918630E-1	2,626562E+3	5,942564E-1	2,626562E+3	5,964259E-1
2,628125E+3	5,963610E-1	2,628125E+3	5,936249E-1	2,628125E+3	5,931847E-1	2,628125E+3	5,951210E-1
2,629687E+3	6,000002E-1	2,629687E+3	5,932278E-1	2,629687E+3	5,912788E-1	2,629687E+3	5,971409E-1
2,631250E+3	6,072756E-1	2,631250E+3	5,968586E-1	2,631250E+3	5,975465E-1	2,631250E+3	6,030889E-1
2,632812E+3	6,145210E-1	2,632812E+3	6,092851E-1	2,632812E+3	6,042428E-1	2,632812E+3	6,075249E-1
2,634375E+3	6,163693E-1	2,634375E+3	6,199595E-1	2,634375E+3	6,163683E-1	2,634375E+3	6,161602E-1
2,635937E+3	6,271757E-1	2,635937E+3	6,313425E-1	2,635937E+3	6,228868E-1	2,635937E+3	6,233489E-1
2,637500E+3	6,552130E-1	2,637500E+3	6,371743E-1	2,637500E+3	6,314281E-1	2,637500E+3	6,348289E-1
2,639062E+3	6,619522E-1	2,639062E+3	6,520214E-1	2,639062E+3	6,479090E-1	2,639062E+3	6,459872E-1
2,640625E+3	6,732435E-1	2,640625E+3	6,629728E-1	2,640625E+3	6,593616E-1	2,640625E+3	6,597185E-1
2,642187E+3	6,900728E-1	2,642187E+3	6,818261E-1	2,642187E+3	6,720206E-1	2,642187E+3	6,741288E-1
2,643750E+3	7,084581E-1	2,643750E+3	6,963793E-1	2,643750E+3	6,904118E-1	2,643750E+3	6,908442E-1
2,645312E+3	7,216408E-1	2,645312E+3	7,120486E-1	2,645312E+3	7,049643E-1	2,645312E+3	7,051328E-1
2,646875E+3	7,360602E-1	2,646875E+3	7,271718E-1	2,646875E+3	7,211576E-1	2,646875E+3	7,192440E-1
2,648437E+3	7,508954E-1	2,648437E+3	7,430993E-1	2,648437E+3	7,368594E-1	2,648437E+3	7,358103E-1
2,650000E+3	7,620210E-1	2,650000E+3	7,540577E-1	2,650000E+3	7,514878E-1	2,650000E+3	7,494013E-1
2,651562E+3	7,731146E-1	2,651562E+3	7,653026E-1	2,651562E+3	7,616291E-1	2,651562E+3	7,613162E-1
2,653125E+3	7,809796E-1	2,653125E+3	7,755017E-1	2,653125E+3	7,722432E-1	2,653125E+3	7,711248E-1
2,654687E+3	7,836039E-1	2,654687E+3	7,819456E-1	2,654687E+3	7,792614E-1	2,654687E+3	7,783698E-1
2,656250E+3	7,846343E-1	2,656250E+3	7,841477E-1	2,656250E+3	7,838239E-1	2,656250E+3	7,821477E-1
2,657812E+3	7,832462E-1	2,657812E+3	7,839566E-1	2,657812E+3	7,841289E-1	2,657812E+3	7,842552E-1
2,659375E+3	7,788584E-1	2,659375E+3	7,797714E-1	2,659375E+3	7,816971E-1	2,659375E+3	7,814962E-1
2,660937E+3	7,691472E-1	2,660937E+3	7,729681E-1	2,660937E+3	7,756095E-1	2,660937E+3	7,745130E-1
2,662500E+3	7,579321E-1	2,662500E+3	7,634748E-1	2,662500E+3	7,674368E-1	2,662500E+3	7,665617E-1
2,664062E+3	7,417462E-1	2,664062E+3	7,494511E-1	2,664062E+3	7,555855E-1	2,664062E+3	7,542584E-1
2,665625E+3	7,266316E-1	2,665625E+3	7,371427E-1	2,665625E+3	7,417035E-1	2,665625E+3	7,409623E-1
2,667187E+3	7,129063E-1	2,667187E+3	7,205495E-1	2,667187E+3	7,262869E-1	2,667187E+3	7,259301E-1
